Date,Aktual_Test,Prediksi_ARIMA,Batas_Bawah_95%,Batas_Atas_95%
2026-04-20,6475.0,9285.480423986533,6386.018587601435,12184.942260371632
2026-04-21,6500.0,9285.480423986533,6381.672565319376,12189.288282653692
2026-04-22,6450.0,9285.480423986533,6377.333037855522,12193.627810117545
2026-04-23,6425.0,9285.480423986533,6372.999976178493,12197.960871794574
2026-04-24,6050.0,9285.480423986533,6368.673351472546,12202.287496500521
2026-04-27,5975.0,9285.480423986533,6364.353135135342,12206.607712837726
2026-04-28,6000.0,9285.480423986533,6360.039298775739,12210.921549197328
2026-04-29,5975.0,9285.480423986533,6355.73181421161,12215.229033761458
2026-04-30,5850.0,9285.480423986533,6351.430653467705,12219.530194505362
2026-05-04,5900.0,9285.480423986533,6347.135788773523,12223.825059199544
2026-05-05,5950.0,9285.480423986533,6342.847192561221,12228.113655411846
2026-05-06,5950.0,9285.480423986533,6338.564837463555,12232.396010509512
2026-05-07,6225.0,9285.480423986533,6334.288696311837,12236.67215166123
2026-05-08,6175.0,9285.480423986533,6330.018742133924,12240.942105839142
2026-05-11,6150.0,9285.480423986533,6325.754948152238,12245.205899820829
2026-05-12,6125.0,9285.480423986533,6321.497287781802,12249.463560191265
2026-05-13,6100.0,9285.480423986533,6317.245734628306,12253.71511334476
2026-05-14,6100.0,9285.480423986533,6313.0002624862045,12257.960585486862
2026-05-15,6100.0,9285.480423986533,6308.760845336822,12262.200002636244
2026-05-18,6125.0,9285.480423986533,6304.527457346501,12266.433390626566
2026-05-19,5950.0,9285.480423986533,6300.300072864762,12270.660775108305
2026-05-20,5975.0,9285.480423986533,6296.07866642249,12274.882181550576
2026-05-21,5950.0,9285.480423986533,6291.863212730143,12279.097635242924
2026-05-22,5900.0,9285.480423986533,6287.65368667599,12283.307161297078
